quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude
Plateau,Appartement,19696.9696969697,Recent,132,33.57361631598423,-7.636174966301608
Plateau,Appartement,13928.57142857143,Recent,140,33.57402105551657,-7.636840887610704
Oulfa,Appartement,9230.76923076923,Recent,130,33.53895153876423,-7.674890398788328
Gauthier,Appartement,20454.54545454546,Recent,220,33.59187274139384,-7.629798063987562
Californie,Appartement,12230.76923076923,Recent,130,33.52828013867801,-7.611428034905328
Gauthier,Appartement,14161.84971098266,Recent,173,33.59149184421825,-7.630239531661541
Hopitaux,Appartement,15517.24137931034,Recent,116,33.56934127708387,-7.617718085808355
Triangle d'Or,Appartement,22169.81132075472,Recent,212,33.5943102322219,-7.644729167439513
Racine,Appartement,16829.26829268293,Recent,205,33.59080294527782,-7.644855768947579
Mandarouna,Appartement,16233.76623376623,Recent,154,33.52916315273811,-7.6158499336031
Beausejour,Appartement,14285.71428571429,Recent,126,33.5661758624331,-7.655482846806397
La Gironde,Appartement,10434.78260869565,Recent,115,33.58652772021316,-7.601928901812074
Beausejour,Appartement,7070.707070707071,Recent,297,33.56623329334436,-7.648792687499801
Belvedere (Roches Noires),Appartement,14855.76923076923,Recent,104,33.59374935530934,-7.598318807080856
Oasis,Appartement,24444.44444444445,Recent,90,33.56068777118264,-7.630422938256835
La Gironde,Appartement,11071.42857142857,Recent,140,33.5872694619901,-7.603266668769469
Gauthier,Appartement,21232.87671232877,Recent,146,33.5910467068807,-7.632788545334576
Cil,Appartement,13636.36363636364,Recent,99,33.57286832783634,-7.649565704800654
Derb Omar,Appartement,13533.83458646617,Recent,133,33.58662658916311,-7.606584384607608
Nassim,Appartement,8144.329896907217,Recent,97,33.5247892594403,-7.658121720782494
Sidi Moumen,Appartement,11351.35135135135,Recent,111,33.58123420400013,-7.523643026554959
La Gironde,Appartement,11296.2962962963,Recent,108,33.58797896062683,-7.602360733286131
Sidi Bernoussi,Appartement,10404.0404040404,Recent,99,33.62025248291871,-7.481681802375133
La Gironde,Appartement,11441.44144144144,Recent,111,33.58683095135723,-7.605792947784214
Ain Sebaa,Appartement,7500.0,Recent,60,33.59971240750485,-7.535607906116542
Bourgogne (Sidi Belyout),Appartement,11939.64197530864,Recent,162,33.59321015453886,-7.629877133977225
Palmier (Maarif),Appartement,20809.24855491329,Recent,173,33.57946298436363,-7.627666155221545
Hopitaux,Appartement,12000.0,Recent,135,33.58322789826672,-7.61956698048547
Racine,Appartement,18437.5,Recent,160,33.58720392499195,-7.642180057052186
Ain Diab Extension,Appartement,20212.76595744681,Recent,188,33.57068256968602,-7.693634743565904
Ain Sebaa,Appartement,8108.108108108108,Recent,74,33.60083006683986,-7.534618101183431
Californie,Appartement,15979.38144329897,Recent,97,33.53058426637998,-7.611836884589692
Gauthier,Appartement,14219.14893617021,Recent,94,33.58942187319123,-7.631614051067643
Hopitaux,Appartement,11055.55555555555,Recent,180,33.56674981686509,-7.624748290753234
Hopitaux,Appartement,13661.20218579235,Recent,183,33.573733337631,-7.626115425433645
Sidi Bernoussi,Appartement,7884.615384615385,Recent,104,33.62194982651619,-7.485475492223643
Palmier (Maarif),Appartement,14876.03305785124,Recent,242,33.58154944523293,-7.632351875031658
Sidi Moumen,Appartement,7777.777777777777,Recent,90,33.57620365058965,-7.482768417686976
Sidi Bernoussi,Appartement,9195.402298850577,Recent,87,33.61552247486443,-7.503865912723215
Les Princesses,Appartement,14423.07692307692,Recent,104,33.57699474757561,-7.647192910572739
Hopitaux,Appartement,10734.46327683616,Recent,177,33.57336536615556,-7.624288489606834
Racine,Appartement,15625.0,Recent,192,33.59031004803497,-7.644047123862226
Sidi Moumen,Appartement,7611.940298507463,Recent,67,33.58061052182447,-7.535888478253002
Racine,Appartement,18390.80459770115,Recent,174,33.59133331409957,-7.639952304012715
Roches Noires,Appartement,9016.393442622952,Recent,183,33.59961842202475,-7.584496943221907
Belvedere (Roches Noires),Appartement,11184.21052631579,Recent,76,33.58991689724055,-7.602973423466443
Oasis,Appartement,19387.75510204082,Recent,98,33.56719371365622,-7.642233950649099
Ain Sebaa,Appartement,10887.09677419355,Recent,124,33.60879184873031,-7.535992213588254
Ain Sebaa,Appartement,11976.74418604651,Recent,86,33.61314345072165,-7.530817794504339
Les Princesses,Appartement,14850.2994011976,Recent,167,33.57760133986251,-7.647284107398443
Maarif Extension,Appartement,17142.85714285714,Recent,175,33.57911974477474,-7.640920993151075
La Gironde,Appartement,11809.04522613065,Recent,199,33.58983630306673,-7.603588739987876
Hopitaux,Appartement,13986.01398601399,Recent,143,33.56632300968741,-7.624878120213472
Bourgogne (Sidi Belyout),Appartement,16410.95890410959,Recent,73,33.5958615044654,-7.636823791087119
Racine,Appartement,18000.0,Recent,250,33.58720865087127,-7.643296289010904
Maarif Extension,Appartement,15040.65040650406,Recent,123,33.57214645583222,-7.626337097063067
Nassim,Appartement,7613.636363636364,Recent,88,33.51614444512685,-7.66893507547011
Triangle d'Or,Appartement,21111.11111111111,Recent,189,33.58959321148492,-7.643927035914045
Racine,Appartement,13293.65079365079,Recent,252,33.58781484504904,-7.63470639886294
Racine,Appartement,18248.17518248175,Recent,137,33.59355075233579,-7.651858995809875
Gauthier,Appartement,16666.66666666667,Recent,156,33.58991713863405,-7.631751600466188
Beausejour,Appartement,11904.7619047619,Recent,126,33.56892664348163,-7.653175336908181
Ibn Tachfine,Appartement,12213.74045801527,Recent,131,33.58442571888649,-7.595063622930127
Gauthier,Appartement,14906.83229813665,Recent,322,33.59068884485634,-7.629096021351539
Maarif Extension,Appartement,15000.0,Recent,132,33.57830085822314,-7.646837368478553
Oulfa,Appartement,10232.55813953488,Recent,86,33.54864353730992,-7.704765961491531
Mandarouna,Appartement,11578.94736842105,Recent,114,33.53394508292325,-7.606609501942338
Oulfa,Appartement,11693.54838709677,Recent,124,33.55927424795829,-7.672676142968311
Californie,Appartement,9473.684210526317,Recent,57,33.53177405189506,-7.632546045705534
Nassim,Appartement,10727.27272727273,Recent,110,33.52604593663333,-7.659845910211393
Racine,Appartement,13583.61774744027,Recent,293,33.58799566814879,-7.644259803597172
Gauthier,Appartement,13202.24719101124,Recent,178,33.59168810563984,-7.634853617388696
Gauthier,Appartement,18352.94117647059,Recent,119,33.59102591597691,-7.628221606360375
Californie,Appartement,17333.33333333333,Recent,150,33.52805836693992,-7.610699356877293
Bourgogne (Sidi Belyout),Appartement,14864.86486486487,Recent,111,33.59555244549927,-7.634731196773755
Californie,Appartement,12222.22222222222,Recent,144,33.54404217576799,-7.618660648854639
Hopitaux,Appartement,13888.88888888889,Recent,198,33.5827838328413,-7.617595794794018
Ain Sebaa,Appartement,11227.27272727273,Recent,132,33.60113265491876,-7.535972859706049
Triangle d'Or,Appartement,17441.86046511628,Recent,172,33.59354355253888,-7.641413696475098
Hopitaux,Appartement,8888.888888888889,Recent,270,33.57811770619898,-7.622055976455594
Derb Omar,Appartement,10507.24637681159,Recent,69,33.58723758415406,-7.609446645113436
Belvedere (Roches Noires),Appartement,11157.02479338843,Recent,121,33.58920370002553,-7.593534545793815
Gauthier,Appartement,11654.13533834586,Recent,266,33.58991451836948,-7.633295624981961
Belvedere (Roches Noires),Appartement,9421.487603305784,Recent,121,33.58913385834341,-7.599873325464731
Lekrimat,Appartement,26785.71428571429,Recent,112,33.54332367435564,-7.615066686282245
Les Princesses,Appartement,14830.50847457627,Recent,118,33.57480843487448,-7.646053230101821
Hopitaux,Appartement,8896.79715302491,Recent,281,33.57940723380129,-7.621651027889719
Bourgogne (Sidi Belyout),Appartement,12061.06870229008,Recent,131,33.60699653832411,-7.630202534325644
Bachkou,Appartement,17619.04761904762,Recent,105,33.5561767559747,-7.627368784135213
Triangle d'Or,Appartement,14652.01465201465,Recent,273,33.58834998686842,-7.635784133683681
Bourgogne (Sidi Belyout),Appartement,16339.86928104575,Recent,153,33.59244730381261,-7.636482861121817
Ibn Tachfine,Appartement,10467.28971962617,Recent,107,33.58541756491233,-7.590869421409965
Hopitaux,Appartement,13023.25581395349,Recent,129,33.54506320399724,-7.602224086817236
Oulfa,Appartement,8510.63829787234,Recent,47,33.53940295175996,-7.697248557762762
Beausejour,Appartement,13698.6301369863,Recent,146,33.57018551187382,-7.649405267596348
Hopitaux,Appartement,15925.92592592593,Recent,54,33.58156192434351,-7.617466467520056
Gauthier,Appartement,20361.99095022625,Recent,221,33.58980343908397,-7.630777263480975
Belvedere (Roches Noires),Appartement,9812.5,Recent,160,33.59396895202325,-7.597926716513801
Sidi Bernoussi,Appartement,8192.77108433735,Recent,83,33.61563649670951,-7.485150539021776
Nassim,Appartement,12389.38053097345,Recent,113,33.51617451105065,-7.669970347413959
Les Princesses,Appartement,15662.65060240964,Recent,166,33.57596169168194,-7.649151926727765
Lekrimat,Appartement,11798.61111111111,Recent,144,33.53877509513451,-7.611635515724638
Beausejour,Appartement,10365.85365853659,Recent,164,33.57067279719581,-7.647022324809787
Les Princesses,Appartement,14743.58974358974,Recent,156,33.57639863196851,-7.647278593456792
Maarif Extension,Appartement,14835.16483516483,Recent,91,33.57924466869813,-7.644120341605042
Derb Ghalef,Appartement,12750.0,Recent,80,33.57614833686961,-7.632680720733342
Belvedere (Roches Noires),Appartement,10000.0,Recent,105,33.59611868562739,-7.594536989720768
Ain Diab Extension,Appartement,21164.02116402116,Recent,189,33.54839116207119,-7.736737232334275
Ibn Tachfine,Appartement,10519.48051948052,Recent,77,33.58713884086932,-7.588395638355568
Plateau,Appartement,13372.09302325581,Recent,172,33.57476908834317,-7.63574538953804
Ain Diab,Appartement,27419.35483870968,Recent,93,33.58457010395619,-7.675905193548477
Plateau,Appartement,14485.98130841122,Recent,107,33.5690010327046,-7.635477149203461
Lekrimat,Appartement,17368.42105263158,Recent,95,33.53782495876636,-7.61307432732008
Triangle d'Or,Appartement,26634.14634146342,Recent,205,33.58734141005068,-7.635435826604525
Les Princesses,Appartement,14393.93939393939,Recent,132,33.57419352769761,-7.645916368186024
Oasis,Appartement,19444.44444444445,Recent,144,33.55046691327892,-7.640720960334326
Gauthier,Appartement,17821.78217821782,Recent,202,33.58908087472796,-7.634939560583041
Ferme Bretonne,Appartement,17796.61016949153,Recent,118,33.55147752729186,-7.647409217544176
Ferme Bretonne,Appartement,16230.3664921466,Recent,191,33.5638465479831,-7.645430051056031
Beausejour,Appartement,16451.61290322581,Recent,155,33.56885905156852,-7.654096034116985
Les Princesses,Appartement,11020.40816326531,Recent,245,33.57453599606404,-7.646273086242644
Maarif Extension,Appartement,11075.70796460177,Recent,113,33.58066719885861,-7.643427860239648
Bourgogne (Anfa),Appartement,14077.66990291262,Recent,103,33.6032787397458,-7.645932972886532
Maarif Extension,Appartement,11038.96103896104,Recent,77,33.5829703960845,-7.648715167202629
Californie,Appartement,15656.56565656566,Recent,99,33.5286103096246,-7.61523007801939
Liberte,Appartement,6870.229007633588,Recent,131,33.5873242927302,-7.612990003233038
Mers Sultan,Appartement,13636.36363636364,Recent,143,33.57357699956837,-7.609954250888537
Bourgogne (Anfa),Appartement,16455.69620253165,Recent,158,33.59491414995781,-7.652637407958738
Hopitaux,Appartement,15277.77777777778,Recent,144,33.5722199000902,-7.615193520372276
Nassim,Appartement,11640.625,Recent,128,33.52479662609867,-7.659817551519732
Palmier (Maarif),Appartement,17269.5652173913,Recent,115,33.58329756571298,-7.62900588843581
Racine,Appartement,21904.7619047619,Recent,210,33.59203607264754,-7.644355931531573
Maarif Extension,Appartement,12105.26315789474,Recent,570,33.5852036955043,-7.647656996759586
Belvedere (Roches Noires),Appartement,8522.727272727272,Recent,88,33.59725043993971,-7.590488051108471
Mers Sultan,Appartement,13868.61313868613,Recent,137,33.57441574406745,-7.611006815556037
Hopitaux,Appartement,12302.63157894737,Recent,152,33.56882442679279,-7.626894564470855
Mandarouna,Appartement,15056.81818181818,Recent,176,33.53002591180233,-7.611876941093162
Hopitaux,Appartement,11340.20618556701,Recent,194,33.57360642341467,-7.61819075563783
Bourgogne (Anfa),Appartement,18000.0,Recent,120,33.60092190611712,-7.643573870436432
Maarif,Appartement,14814.81481481482,Recent,108,33.58175592683198,-7.634042261189054
Cil,Appartement,15316.7701863354,Recent,161,33.5688281581268,-7.655868713727355
Ain Sebaa,Appartement,8653.846153846154,Recent,104,33.60650779795549,-7.522127018198608
Val Fleury,Appartement,20000.0,Recent,115,33.57224416568525,-7.636332954534196
Palmier (Maarif),Appartement,12487.30964467005,Recent,197,33.5786097132398,-7.625969662893007
Bachkou,Appartement,12060.30150753769,Recent,199,33.55460343100292,-7.624592400138963
Oulfa,Appartement,13571.42857142857,Recent,70,33.5405046108494,-7.682408893825817
Mers Sultan,Appartement,13142.85714285714,Recent,175,33.57585012938318,-7.61335394693021
Oasis,Appartement,23664.12213740458,Recent,131,33.54854104752424,-7.633262828169984
Sidi Bernoussi,Appartement,11194.02985074627,Recent,67,33.61244811120411,-7.501013850258714
Sidi Bernoussi,Appartement,11194.02985074627,Recent,67,33.61149990775189,-7.503204353469846
Sidi Bernoussi,Appartement,11194.02985074627,Recent,67,33.61291026204833,-7.502528670470133
Maarif Extension,Appartement,13194.44444444445,Recent,144,33.57781509487462,-7.641557322931824
Ibn Tachfine,Appartement,12500.0,Recent,88,33.58601604047961,-7.589813411222883
Beausejour,Appartement,12073.17073170732,Recent,82,33.56739543381238,-7.65170843717915
Hopitaux,Appartement,12931.03448275862,Recent,116,33.56886725428135,-7.625127663239509
La Gironde,Appartement,10204.08163265306,Recent,147,33.58473721590378,-7.606194698703447
Bourgogne (Anfa),Appartement,11708.86075949367,Recent,158,33.60087539099514,-7.644957164076276
Oulfa,Appartement,10000.0,Recent,86,33.55443276840019,-7.680636916436425
Maarif,Appartement,17926.82926829268,Recent,205,33.58496710194457,-7.644113022347297
Maarif,Appartement,10322.58064516129,Recent,155,33.58648423743963,-7.633396115009005
La Gironde,Appartement,13000.0,Recent,100,33.58531422962837,-7.600135673308927
Val Fleury,Appartement,15467.62589928058,Recent,139,33.57520250698707,-7.636299391638496
Belvedere (Roches Noires),Appartement,11055.27638190955,Recent,199,33.58759573966467,-7.602346285463311
Bourgogne (Sidi Belyout),Appartement,10000.0,Recent,136,33.59990558242442,-7.630874367353806
Val Fleury,Appartement,10621.46892655367,Recent,177,33.57611194722104,-7.637969419957155
Maarif Extension,Appartement,12264.15094339623,Recent,106,33.57650050581429,-7.640543677091587
Californie,Appartement,18750.0,Recent,144,33.54118551036787,-7.614949475789182
Racine,Appartement,15973.21428571429,Recent,224,33.59153239263664,-7.643619672903377
La Gironde,Appartement,14363.63636363636,Recent,110,33.58464011090044,-7.598587108942348
Les Princesses,Appartement,21728.3950617284,Recent,81,33.57721147609208,-7.645774297201039
Les Princesses,Appartement,18878.5046728972,Recent,107,33.57761725893324,-7.646439293655543
Maarif Extension,Appartement,13366.33663366337,Recent,101,33.57836115468145,-7.641640395507569
Maarif,Appartement,15966.38655462185,Recent,238,33.58172791461817,-7.629685984476872
Gauthier,Appartement,16284.40366972477,Recent,218,33.59043196570622,-7.628500601802275
Sidi Bernoussi,Appartement,9638.55421686747,Recent,83,33.61785876154026,-7.499169549010975
Racine,Appartement,16995.07389162562,Recent,203,33.59096002975783,-7.636614779999673
Californie,Appartement,15585.9375,Recent,128,33.54805285876717,-7.639939905887551
Gauthier,Appartement,20394.73684210526,Recent,152,33.58846492069011,-7.630681582279397
Belvedere (Roches Noires),Appartement,10714.28571428571,Recent,112,33.59538782664701,-7.595463880891102
Oulfa,Appartement,9340.65934065934,Recent,91,33.55602194754749,-7.677997052990756
Les Princesses,Appartement,15094.33962264151,Recent,159,33.57641745477695,-7.648012092930506
Belvedere (Roches Noires),Appartement,8415.841584158416,Recent,101,33.58650579306529,-7.599778066437296
Hopitaux,Appartement,12152.77777777778,Recent,144,33.58002582591057,-7.624329098143515
Bourgogne (Anfa),Appartement,16044.77611940298,Recent,134,33.60394331427612,-7.637163088578735
Palmier (Maarif),Appartement,14204.54545454545,Recent,176,33.58226477166301,-7.625602427490908
Californie,Appartement,12237.76223776224,Recent,143,33.54198776980668,-7.611632697072864
Californie,Appartement,16326.5306122449,Recent,98,33.53524475330251,-7.608440793916869
Hopitaux,Appartement,12025.3164556962,Recent,158,33.57093208202335,-7.617578540292612
Maarif Extension,Appartement,17482.51748251748,Recent,143,33.58613191382972,-7.646137036522317
Belvedere (Roches Noires),Appartement,10784.3137254902,Recent,102,33.59158502205223,-7.600298450326139
Maarif Extension,Appartement,12019.23076923077,Recent,104,33.57945081382551,-7.642094277549857
Racine,Appartement,20476.19047619048,Recent,105,33.59269138620775,-7.640283343262486
Bourgogne (Anfa),Appartement,16483.51648351648,Recent,91,33.59211373897249,-7.633662114915206
Maarif Extension,Appartement,13636.36363636364,Recent,77,33.57848911678204,-7.641572839169394
Les Princesses,Appartement,16859.12240184758,Recent,433,33.57682205865684,-7.650792993993097
Les Princesses,Appartement,17523.80952380952,Recent,105,33.58125056912355,-7.653053334872511
Ferme Bretonne,Appartement,18981.48148148148,Recent,108,33.56354383434013,-7.645105724318104
Gauthier,Appartement,19827.58620689655,Recent,116,33.58916940133009,-7.628488248038587
Californie,Appartement,17716.53543307087,Recent,127,33.52953313422613,-7.611957363461983
Hopitaux,Appartement,10958.90410958904,Recent,146,33.58173379094614,-7.620929596961169
Racine,Appartement,20689.65517241379,Recent,203,33.58937437530536,-7.641220752850781
Californie,Appartement,17105.26315789474,Recent,152,33.52765826902714,-7.614507719063783
Ain Sebaa,Appartement,9813.084112149532,Recent,107,33.60828451576565,-7.537362321026319
Belvedere (Roches Noires),Appartement,11724.13793103448,Recent,145,33.59412839522513,-7.591548261818311
Ain Diab,Appartement,18421.05263157895,Recent,152,33.57978229495782,-7.678070239341011
Hopitaux,Appartement,11713.61502347418,Recent,213,33.57553118627283,-7.615743828195114
Racine,Appartement,15294.11764705882,Recent,170,33.5922659675845,-7.635569170739715
Gauthier,Appartement,16129.03225806452,Recent,217,33.58876247752251,-7.628423086560329
Val Fleury,Appartement,14919.35483870968,Recent,124,33.57527393600415,-7.637718579939197
Nassim,Appartement,12040.81632653061,Recent,98,33.51924277940522,-7.665877871765298
Les Princesses,Appartement,17187.5,Recent,128,33.57685096211296,-7.646313460270842
Ain Diab,Appartement,20915.03267973856,Recent,153,33.58460615213423,-7.680154429136893
Racine,Appartement,17000.0,Recent,240,33.59262738211948,-7.644955940973967
Les Princesses,Appartement,16666.66666666667,Recent,120,33.57573275752141,-7.642182816776353
Hopitaux,Appartement,18055.55555555555,Recent,108,33.56981899672964,-7.616518338042558
Les Princesses,Appartement,13030.30303030303,Recent,165,33.57757317763267,-7.647860595157588
Maarif Extension,Appartement,8441.558441558442,Recent,154,33.57896596400088,-7.639201821047867
Lekrimat,Appartement,14566.92913385827,Recent,127,33.53796011980493,-7.617438607413423
Californie,Appartement,15765.76576576577,Recent,111,33.54403793323111,-7.64212890682573
Gauthier,Appartement,16600.79051383399,Recent,253,33.59172916370495,-7.631027682825874
Les Princesses,Appartement,15243.90243902439,Recent,164,33.57615385068236,-7.646603948400325
Palmier (Maarif),Appartement,13538.81278538813,Recent,219,33.58445528837804,-7.628644144120977
Val Fleury,Appartement,13829.78723404255,Recent,188,33.57383659797085,-7.63568653099825
Hopitaux,Appartement,12576.68711656442,Recent,163,33.57293962925356,-7.617179178799539
Derb Ghalef,Appartement,13207.54716981132,Recent,106,33.57360300874474,-7.62615368313091
Oulfa,Appartement,10526.31578947369,Recent,76,33.5491211724601,-7.697171708256167
Palmier (Maarif),Appartement,19736.84210526316,Recent,114,33.58424737909542,-7.627345311469383
Maarif,Appartement,14285.71428571429,Recent,112,33.58131033492506,-7.641641731694908
Mandarouna,Appartement,10135.13513513513,Recent,111,33.53455782086969,-7.60390661391004
Ain Diab,Appartement,36057.6923076923,Recent,208,33.59742533407872,-7.664137978971459
Val Fleury,Appartement,15862.06896551724,Recent,145,33.57421330231831,-7.639641606300239
Californie,Appartement,19852.94117647059,Recent,136,33.5438376996696,-7.616646934863375
Racine,Appartement,19000.0,Recent,108,33.59024471602974,-7.643105913675659
Oasis,Appartement,20858.89570552147,Recent,163,33.54783205447978,-7.639805523325651
Sidi Bernoussi,Appartement,9979.79797979798,Recent,99,33.6135477288048,-7.485124197538874
Bachkou,Appartement,16504.85436893204,Recent,103,33.57073558401908,-7.617382638527607
La Gironde,Appartement,11023.62204724409,Recent,127,33.5867259201145,-7.604416360047736
Hopitaux,Appartement,15966.38655462185,Recent,119,33.5742223649608,-7.615746794800907
Lekrimat,Appartement,14166.66666666667,Recent,60,33.53791393776573,-7.612344680753764
